Order_ID,Order_Date,Customer_ID,Customer_Name,Region,State,Product,Units,Unit_Price,Discount,Sales,Cost,Profit,Sales_Channel,Payment_Mode,Sales_Rep,Return_Status
1206,30-11-2025,Unkown ID,Arjun Nair,East,Delhi,Office Chair,0,5400,0,0,0,57944,Unkown,CARD,Ravi,Damaged
1207,21-05-2025,Unkown ID,Priya  Mehta,West,Unkown State,Desk,0,12500,0.05,0,0,57944,Online,Unkown,Neha,Yes
1208,25-09-2025,Unkown ID,Rahul Shah,Unkown,Karnataka,Laptop,0,250,0.5,0,0,57944,Online,CASH,Ravi,Yes
1209,13-08-2025,C234,Unkown ,West,Karnataka,Keyboard,0,12500,0,0,0,57944,Off Line,Unkown,Ravi,No
1210,01-06-2025,C210,Rahul Shah,South,Odisha,Mouse,0,12500,0.05,5000,0,57944,Online,CARD,Ravi,No
1211,17-08-2025,C200,Unkown ,East,Maharashtra,Monitor,2,5400,0,10800,11747,947,Off Line,CARD,Amit,Damaged
1212,11-03-2025,C102,Priya Mehta,West,Karnataka,Office Chair,9,5400,0.1,5000,0,947,Off Line,Unkown,Amit,No
1213,09-02-2025,C246,Unkown ,West,Karnataka,USB Hub,8,5400,0.05,5000,0,947,Online,CARD,Unkown,Damaged
1214,13-03-2025,C112,Priya Mehta,South,Odisha,Mouse,9,650,0.5,2925,4050,1125,Online,Unkown,Ravi,Unkown Status
1215,19-09-2025,Unkown ID,Arjun Nair,North,Maharastra,Office Chair,0,1200,0.05,0,0,1125,Online,Unkown,Unkown,Damaged
1216,14-03-2025,C193,Unkown ,West,Maharashtra,Tablet,1,5400,0.5,2700,5812,3112,Offline,Unkown,Ravi,Yes
1217,31-10-2025,Unkown ID,Priya  Mehta,East,Karnataka,Mouse,0,5400,0,5000,0,3112,Offline,UPI,Neha,Damaged
1218,15-10-2025,C142,Priya  Mehta,West,West Bengal,Mouse,0,650,0,5000,0,3112,Online,Unkown,Amit,Yes
1219,26-01-2025,C157,Arjun Nair,West,Unkown State,Office Chair,3,650,0.05,0,0,3112,Off Line,CASH,Neha,Unkown Status
1220,20-03-2025,Unkown ID,Rahul Shah,North,Tamil Nadu,Mouse,7,1200,0.15,7140,5117,2023,Unkown,UPI,Neha,Damaged
1221,05-04-2025,C185,Unkown ,West,Maharashtra,Tablet,0,1200,0.5,5000,0,2023,Off Line,CASH,Amit,Damaged
1222,17-02-2025,Unkown ID,Arjun Nair,Unkown,Delhi,Mouse,2,1200,0,2400,2700,300,Offline,CARD,Ravi,No
1223,21-02-2025,C100,Priya Mehta,West,West Bengal,Laptop,0,1200,0.15,0,0,300,Online,CARD,Amit,Unkown Status
1224,14-10-2025,C124,Rahul Shah,West,Tamil Nadu,USB Hub,2,250,0,500,264,236,Off Line,CARD,Amit ,Unkown Status
1225,06-12-2025,C141,Priya  Mehta,West,Odisha,Laptop,2,1200,0.05,2280,1639,641,Offline,UPI,Neha,Damaged
1226,05-10-2025,Unkown ID,Priya Mehta,North,Maharashtra,Notebook Pack,0,650,0.1,0,0,641,Offline,CARD,Unkown,Yes
1227,08-01-2025,Unkown ID,Priya  Mehta,Unkown,Karnataka,Mouse,0,650,0,999999,0,641,Off Line,Unkown,Neha,No
1228,03-03-2025,C121,Priya Mehta,North,Maharashtra,Mouse,0,250,0,0,0,641,Offline,CASH,Ravi,No
1229,25-08-2025,C251,Arjun Nair,East,Maharastra,Laptop,0,650,0,5000,0,641,Offline,CASH,Neha,Yes
1230,23-04-2025,C184,Unkown ,West,Unkown State,Notebook Pack,0,250,0,0,0,641,Online,CASH,Amit ,No
1231,28-06-2025,Unkown ID,Priya  Mehta,West,Unkown State,Keyboard,0,250,0,0,0,641,Unkown,CARD,Amit ,Damaged
1232,20-09-2025,C251,Priya  Mehta,West,Delhi,Monitor,0,650,0.05,0,0,641,Offline,Unkown,Neha,No
1233,22-07-2025,Unkown ID,Unkown ,West,Karnataka,Tablet,2,1200,0,2400,1705,695,Online,Unkown,Amit ,Damaged
1234,23-08-2025,C185,Priya Mehta,West,Odisha,Office Chair,2,12500,0,25000,17612,7388,Online,CARD,Unkown,Damaged
1235,03-10-2025,C161,Priya  Mehta,West,Maharashtra,Office Chair,0,5400,0.1,999999,0,7388,Online,CARD,Neha,Unkown Status
1236,09-11-2025,Unkown ID,Arjun Nair,Unkown,Karnataka,Keyboard,7,250,0,1750,1090,660,Off Line,CARD,Unkown,Unkown Status
1237,13-12-2025,C241,Rahul Shah,West,Maharastra,Keyboard,0,250,0.15,0,0,660,Online,Unkown,Ravi,Unkown Status
1238,05-12-2025,C233,Rahul Shah,West,Unkown State,Desk,6,250,0,1500,1682,182,Off Line,Unkown,Ravi,Yes
1239,23-08-2025,Unkown ID,Priya Mehta,West,West Bengal,Keyboard,4,5400,0.05,20520,22100,1580,Online,CARD,Ravi,No
1240,28-07-2025,Unkown ID,Priya  Mehta,South,West Bengal,Tablet,2,250,0,500,436,64,Offline,CARD,Amit,Yes
1241,24-09-2025,C143,Rahul Shah,South,Maharastra,Tablet,0,1200,0.1,999999,0,64,Online,Unkown,Amit ,No
1242,05-07-2025,Unkown ID,Unkown ,South,Delhi,Mouse,2,12500,0,25000,19644,5356,Online,UPI,Neha,Unkown Status
1243,29-08-2025,C243,Arjun Nair,East,Odisha,Office Chair,0,12500,0,999999,0,5356,Online,UPI,Neha,Unkown Status
1244,04-07-2025,C167,Rahul Shah,West,Maharastra,Monitor,0,650,0,0,0,5356,Online,Unkown,Amit ,Unkown Status
1245,13-09-2025,C186,Priya  Mehta,North,Maharastra,Router,0,1200,0,0,0,5356,Online,CARD,Amit,Yes
1246,26-07-2025,C246,Arjun Nair,West,Tamil Nadu,Keyboard,0,12500,0,999999,0,5356,Off Line,CASH,Neha,Damaged
1247,21-05-2025,C254,Rahul Shah,South,Karnataka,Mouse,5,1200,0,6000,5390,610,Online,CASH,Amit,No
1248,16-06-2025,Unkown ID,Priya  Mehta,North,Unkown State,Router,9,5400,0.5,24300,43178,18878,Online,CARD,Amit ,No
1249,31-05-2025,C184,Rahul Shah,North,Karnataka,Notebook Pack,0,1200,0,5000,0,18878,Online,CARD,Neha,No
1250,18-05-2025,C208,Priya  Mehta,South,Delhi,USB Hub,2,5400,0.5,5400,12616,7216,Online,CASH,Neha,Unkown Status
1251,09-05-2025,C222,Priya Mehta,East,Unkown State,USB Hub,0,1200,0.5,0,0,7216,Offline,CASH,Neha,No
1252,22-09-2025,C104,Priya  Mehta,West,Karnataka,Router,0,1200,0,0,0,7216,Unkown,UPI,Amit,Unkown Status
1253,07-01-2025,C167,Arjun Nair,West,Tamil Nadu,USB Hub,0,1200,0.1,0,0,7216,Online,Unkown,Amit,Damaged
1254,25-06-2025,Unkown ID,Unkown ,East,Delhi,Tablet,0,5400,0,0,0,7216,Unkown,CARD,Ravi,Damaged
1255,09-05-2025,C149,Arjun Nair,Unkown,Maharastra,Office Chair,2,650,0.05,1235,662,573,Unkown,CARD,Amit ,No
1256,09-05-2025,C122,Priya Mehta,Unkown,Delhi,Tablet,2,5400,0,10800,10234,566,Offline,CARD,Ravi,Damaged
1257,20-02-2025,C251,Unkown ,East,Unkown State,Monitor,10,5400,0.05,51300,42128,9172,Offline,Unkown,Unkown,Damaged
1258,02-03-2025,Unkown ID,Rahul Shah,West,Karnataka,Mouse,2,12500,0,25000,25541,541,Online,CARD,Amit,Yes
1259,20-01-2025,Unkown ID,Priya Mehta,North,Maharashtra,Notebook Pack,2,1200,0,9999999,1458,942,Online,UPI,Neha,Yes
1260,25-03-2025,Unkown ID,Rahul Shah,Unkown,Maharastra,Laptop,2,12500,0,25000,26874,1874,Unkown,CARD,Neha,No
1261,05-12-2025,Unkown ID,Unkown ,East,Maharashtra,Notebook Pack,0,250,0.05,5000,0,1874,Off Line,CARD,Amit,Yes
1262,26-02-2025,C122,Rahul Shah,South,Delhi,Monitor,0,250,0,999999,0,1874,Online,CASH,Neha,Damaged
1263,21-06-2025,C149,Rahul Shah,West,Delhi,USB Hub,2,5400,0.15,9180,12384,3204,Offline,UPI,Amit,No
1264,16-01-2025,C134,Priya Mehta,Unkown,West Bengal,Desk,0,1200,0,999999,0,3204,Online,CASH,Amit ,No
1265,25-03-2025,Unkown ID,Arjun Nair,North,Maharashtra,Office Chair,9,1200,0.05,10260,9512,748,Online,UPI,Neha,Unkown Status
1266,30-09-2025,C141,Arjun Nair,East,Odisha,Tablet,2,5400,0.05,10260,6999,3261,Unkown,CARD,Amit ,No
1267,22-04-2025,C103,Arjun Nair,East,Delhi,Keyboard,2,12500,0,25000,15413,9587,Online,Unkown,Neha,Unkown Status
1268,15-01-2025,C153,Arjun Nair,Unkown,Tamil Nadu,Monitor,10,12500,0.15,999999,0,9587,Online,CARD,Amit,No
1269,14-03-2025,C128,Unkown ,West,West Bengal,Desk,3,1200,0.1,3240,2795,445,Offline,Unkown,Unkown,No
1270,24-08-2025,C187,Rahul Shah,East,Karnataka,Monitor,0,1200,0,999999,0,445,Online,CARD,Amit,No
1271,04-12-2025,C179,Arjun Nair,North,Maharashtra,Keyboard,8,250,0.15,1700,1356,344,Unkown,CARD,Amit,No
1272,18-05-2025,Unkown ID,Rahul Shah,West,Tamil Nadu,Keyboard,0,1200,0.1,0,0,344,Offline,CARD,Ravi,Damaged
1273,16-01-2025,C157,Unkown ,South,Karnataka,Desk,5,250,0,1250,1206,44,Offline,CASH,Amit,Damaged
1274,01-03-2025,C217,Priya  Mehta,East,Delhi,Office Chair,2,5400,0.05,10260,12278,2018,Online,UPI,Neha,No
1275,16-08-2025,Unkown ID,Rahul Shah,West,Delhi,Notebook Pack,2,5400,0.05,5000,0,2018,Off Line,UPI,Amit,Damaged
1276,03-05-2025,C143,Arjun Nair,North,Delhi,Monitor,0,5400,0.15,0,0,2018,Off Line,CASH,Amit,Yes
1277,04-07-2025,C130,Unkown ,East,West Bengal,Keyboard,9,5400,0,5000,0,2018,Off Line,UPI,Neha,Yes
1278,07-12-2025,C135,Arjun Nair,North,Maharastra,Tablet,12,1200,0,14400,16299,1899,Offline,UPI,Neha,Damaged
1279,11-02-2025,C215,Arjun Nair,East,Tamil Nadu,Mouse,0,12500,0.05,0,0,1899,Offline,UPI,Ravi,Damaged
1280,02-09-2025,C230,Unkown ,West,Karnataka,USB Hub,0,650,0,999999,0,1899,Off Line,CASH,Neha,Unkown Status
1281,01-04-2025,C205,Priya  Mehta,West,Odisha,Keyboard,4,650,0.5,1300,2777,1477,Off Line,CARD,Neha,Damaged
1282,04-05-2025,Unkown ID,Unkown ,North,Tamil Nadu,Notebook Pack,0,250,0.05,0,0,1477,Unkown,Unkown,Amit ,Unkown Status
1283,05-12-2025,C138,Arjun Nair,West,Maharastra,Monitor,2,250,0,500,566,66,Offline,CARD,Amit ,No
1284,03-06-2025,C231,Unkown ,North,Unkown State,Notebook Pack,0,12500,0.5,0,0,66,Online,CARD,Amit ,Yes
1285,11-05-2025,Unkown ID,Rahul Shah,South,Delhi,Laptop,2,650,0,1300,949,351,Off Line,Unkown,Ravi,Yes
1286,16-06-2025,C159,Priya Mehta,Unkown,Maharastra,Office Chair,0,1200,0,5000,0,351,Off Line,CASH,Neha,Yes
1287,17-05-2025,C109,Priya Mehta,East,Maharastra,Monitor,2,1200,0.5,1200,2112,912,Off Line,CASH,Neha,Damaged
1288,13-12-2025,Unkown ID,Rahul Shah,West,West Bengal,Notebook Pack,0,1200,0.05,5000,0,912,Offline,CASH,Ravi,Unkown Status
1289,03-02-2025,C216,Rahul Shah,West,Karnataka,Laptop,2,1200,0.5,999999,0,912,Online,CARD,Amit,Yes
1290,03-02-2025,Unkown ID,Priya  Mehta,North,Maharashtra,Laptop,2,250,0.05,475,302,173,Unkown,CASH,Ravi,Unkown Status
1291,03-09-2025,C166,Rahul Shah,South,Tamil Nadu,Router,2,12500,0,25000,24691,309,Online,CASH,Neha,Damaged
1292,06-11-2025,C243,Priya  Mehta,East,Maharastra,Router,12,650,0.1,7020,8252,1232,Online,UPI,Neha,Yes
1293,29-12-2025,C215,Rahul Shah,West,Unkown State,USB Hub,0,250,0.05,5000,0,1232,Off Line,CARD,Ravi,Damaged
1294,19-06-2025,C114,Priya  Mehta,West,Karnataka,Notebook Pack,0,250,0,5000,0,1232,Offline,CARD,Neha,Unkown Status
1295,14-05-2025,C133,Priya Mehta,East,Odisha,Router,0,12500,0,0,0,1232,Online,UPI,Ravi,No
1296,02-05-2025,C144,Priya Mehta,East,Maharashtra,Mouse,6,12500,0,75000,64868,10132,Off Line,CARD,Ravi,No
1297,05-02-2025,Unkown ID,Unkown ,West,West Bengal,Notebook Pack,2,1200,0,2400,2001,399,Online,CARD,Amit ,Unkown Status
1298,23-02-2025,C122,Arjun Nair,North,Maharashtra,Notebook Pack,3,5400,0,16200,15123,1077,Online,CASH,Amit ,No
1299,24-12-2025,C124,Arjun Nair,West,Tamil Nadu,Notebook Pack,2,1200,0.05,2280,2575,295,Off Line,CARD,Neha,Yes
1300,07-08-2025,C186,Priya Mehta,East,Delhi,Monitor,2,5400,0.05,10260,12630,2370,Online,Unkown,Amit ,Yes
1301,08-03-2025,C149,Rahul Shah,South,Karnataka,Laptop,2,5400,0.05,5000,0,2370,Offline,CASH,Unkown,Yes
1302,29-01-2025,C159,Arjun Nair,West,West Bengal,USB Hub,1,1200,0.05,1140,1313,173,Online,CASH,Ravi,Unkown Status
1303,21-07-2025,C196,Priya Mehta,West,Maharastra,USB Hub,0,1200,0,0,0,173,Offline,CARD,Ravi,Unkown Status
1304,16-06-2025,Unkown ID,Priya Mehta,North,Odisha,Laptop,0,1200,0,0,0,173,Unkown,UPI,Neha,Damaged
1305,29-08-2025,C154,Arjun Nair,South,Karnataka,Monitor,2,1200,0,2400,2717,317,Online,UPI,Neha,No
1306,27-01-2025,C218,Unkown ,South,Unkown State,Office Chair,2,1200,0.1,2160,2433,273,Online,CARD,Amit,No
1307,02-08-2025,C103,Priya Mehta,South,Odisha,Monitor,11,5400,0.5,29700,53369,23669,Offline,Unkown,Amit,Yes
1308,21-09-2025,C191,Priya  Mehta,Unkown,Maharashtra,Mouse,2,650,0.15,1105,1230,125,Off Line,CARD,Ravi,Unkown Status
1309,21-09-2025,C225,Rahul Shah,West,Tamil Nadu,USB Hub,0,650,0,5000,0,125,Online,CARD,Ravi,No
1310,17-04-2025,C105,Priya  Mehta,West,Karnataka,Notebook Pack,0,12500,0.05,0,0,125,Off Line,UPI,Amit ,Yes
1311,13-05-2025,C254,Unkown ,North,Unkown State,Laptop,2,1200,0,2400,1478,922,Unkown,CASH,Neha,Yes
1312,31-03-2025,C249,Priya  Mehta,West,Unkown State,USB Hub,0,1200,0,999999,0,922,Online,Unkown,Amit,Damaged
1313,05-02-2025,C243,Arjun Nair,East,Tamil Nadu,Mouse,0,5400,0,0,0,922,Offline,CARD,Amit ,Unkown Status
1314,05-06-2025,C141,Priya Mehta,East,Delhi,Keyboard,0,250,0.5,0,0,922,Off Line,CARD,Amit ,Damaged
1315,30-08-2025,Unkown ID,Rahul Shah,Unkown,Tamil Nadu,Notebook Pack,0,250,0.1,5000,0,922,Online,Unkown,Amit,Unkown Status
1316,21-06-2025,C200,Priya Mehta,East,Maharashtra,Laptop,2,1200,0.5,1200,2258,1058,Off Line,Unkown,Neha,Unkown Status
1317,01-12-2025,C137,Arjun Nair,West,Maharastra,Tablet,0,1200,0,0,0,1058,Off Line,CARD,Ravi,No
1318,14-01-2025,Unkown ID,Unkown ,East,West Bengal,Tablet,9,1200,0.5,5400,9422,4022,Off Line,UPI,Ravi,Unkown Status
1319,08-11-2025,C244,Arjun Nair,East,Delhi,Tablet,13,1200,0.1,14040,10944,3096,Off Line,UPI,Amit,Yes
1320,13-03-2025,C137,Priya Mehta,West,Maharastra,Router,2,650,0.5,650,1151,501,Offline,Unkown,Neha,No
1321,17-07-2025,C123,Priya  Mehta,North,Tamil Nadu,Router,1,250,0.05,238,147,91,Offline,UPI,Amit ,Yes
1322,12-04-2025,C191,Priya Mehta,South,Delhi,Office Chair,2,5400,0.1,9720,8773,947,Online,CARD,Neha,Yes
1323,29-06-2025,Unkown ID,Rahul Shah,Unkown,Maharashtra,Desk,9,5400,0.15,41310,54284,12974,Online,Unkown,Neha,Yes
1324,15-10-2025,Unkown ID,Priya Mehta,West,Maharastra,Keyboard,12,12500,0,150000,171894,21894,Online,CASH,Amit ,Yes
1325,06-12-2025,Unkown ID,Rahul Shah,Unkown,Tamil Nadu,Tablet,2,650,0.1,1170,1554,384,Unkown,UPI,Neha,Unkown Status
1326,14-10-2025,Unkown ID,Priya Mehta,Unkown,Unkown State,Router,14,5400,0,75600,77858,2258,Online,CARD,Amit ,Unkown Status
1327,07-08-2025,C122,Priya Mehta,West,Maharastra,Router,15,12500,0,187500,150892,36608,Online,UPI,Unkown,Damaged
1328,19-02-2025,C226,Arjun Nair,North,Delhi,Router,0,650,0.5,0,0,36608,Off Line,CARD,Unkown,Unkown Status
1329,12-06-2025,C202,Rahul Shah,West,Tamil Nadu,Router,0,1200,0,999999,0,36608,Online,CARD,Amit,Damaged
1330,14-02-2025,C120,Unkown ,Unkown,Unkown State,Monitor,0,1200,0,0,0,36608,Offline,UPI,Unkown,Yes
1331,14-05-2025,C186,Priya Mehta,East,Karnataka,Router,5,650,0.05,3088,3687,600,Online,Unkown,Neha,Damaged
1332,02-08-2025,C180,Rahul Shah,West,Maharastra,Mouse,2,5400,0,10800,9407,1393,Online,CARD,Neha,No
1333,27-07-2025,Unkown ID,Unkown ,East,West Bengal,USB Hub,6,12500,0.15,63750,77499,13749,Offline,CASH,Amit,Unkown Status
1334,27-02-2025,C227,Arjun Nair,South,Maharastra,USB Hub,0,1200,0,0,0,13749,Off Line,UPI,Ravi,Damaged
1335,16-10-2025,C223,Priya Mehta,Unkown,Tamil Nadu,Tablet,0,1200,0.1,5000,0,13749,Unkown,UPI,Amit ,No
1336,06-02-2025,C231,Priya  Mehta,West,Karnataka,Monitor,0,250,0.05,0,0,13749,Online,CASH,Amit,Damaged
1337,24-05-2025,C245,Rahul Shah,Unkown,Maharastra,Tablet,0,250,0.5,0,0,13749,Offline,UPI,Neha,No
1338,21-09-2025,Unkown ID,Priya  Mehta,West,Delhi,USB Hub,2,250,0,500,511,11,Offline,Unkown,Ravi,No
1339,28-01-2025,C259,Priya  Mehta,East,Tamil Nadu,Tablet,0,12500,0.05,0,0,11,Online,CARD,Neha,Yes
1340,18-03-2025,C128,Priya Mehta,South,Delhi,Notebook Pack,2,5400,0.5,5400,11070,5670,Offline,Unkown,Neha,Yes
1341,03-01-2025,C161,Rahul Shah,East,Maharastra,Office Chair,2,250,0.05,475,591,116,Online,Unkown,Neha,Yes
1342,06-11-2025,C146,Arjun Nair,West,Odisha,Monitor,6,5400,0,32400,23197,9203,Off Line,CARD,Unkown,Yes
1343,10-08-2025,C127,Rahul Shah,East,Tamil Nadu,USB Hub,2,250,0,500,507,7,Online,CASH,Neha,No
1344,22-02-2025,C148,Unkown ,North,Karnataka,Mouse,0,250,0.15,0,0,7,Off Line,UPI,Unkown,Yes
1345,21-02-2025,C150,Rahul Shah,West,West Bengal,Tablet,0,1200,0,5000,0,7,Online,Unkown,Amit ,Damaged
1346,13-02-2025,C114,Priya Mehta,South,Delhi,Office Chair,2,1200,0.05,2280,1367,913,Unkown,Unkown,Ravi,No
1347,31-08-2025,C132,Unkown ,East,Tamil Nadu,Laptop,0,12500,0,0,0,913,Online,UPI,Ravi,Yes
1348,26-10-2025,C168,Priya  Mehta,South,Maharastra,Router,2,5400,0.05,10260,5427,4833,Off Line,CARD,Unkown,Yes
1349,14-05-2025,Unkown ID,Rahul Shah,West,Karnataka,Laptop,3,1200,0,3600,4004,404,Online,CARD,Neha,Damaged
1350,26-11-2025,C244,Arjun Nair,Unkown,Karnataka,Desk,0,650,0.1,0,0,404,Offline,CARD,Ravi,Yes
1351,03-08-2025,C210,Rahul Shah,Unkown,West Bengal,Router,2,1200,0.5,1200,2000,800,Unkown,CARD,Amit ,Unkown Status
1352,29-12-2025,Unkown ID,Arjun Nair,West,Karnataka,Desk,0,1200,0.1,999999,0,800,Online,CARD,Neha,Damaged
1353,13-12-2025,C193,Rahul Shah,South,Maharashtra,Tablet,2,250,0.15,425,587,162,Online,CARD,Ravi,Unkown Status
1354,06-04-2025,Unkown ID,Priya Mehta,South,Unkown State,Laptop,0,1200,0,999999,0,162,Off Line,CASH,Amit ,Yes
1355,25-11-2025,Unkown ID,Arjun Nair,West,Karnataka,Tablet,0,250,0.15,999999,0,162,Online,CARD,Amit,No
1356,14-08-2025,C201,Arjun Nair,West,Maharastra,Office Chair,2,250,0,500,380,120,Online,CARD,Unkown,No
1357,07-04-2025,C105,Priya  Mehta,Unkown,Karnataka,Router,0,250,0,0,0,120,Unkown,CARD,Ravi,No
1358,16-06-2025,C232,Rahul Shah,East,Delhi,Mouse,2,1200,0.15,9999999,2737,697,Offline,UPI,Ravi,Damaged
1359,05-08-2025,C185,Priya Mehta,East,Maharashtra,Notebook Pack,0,1200,0.15,0,0,697,Online,UPI,Unkown,Damaged
1360,03-11-2025,C144,Unkown ,Unkown,Maharastra,Keyboard,13,1200,0,15600,16019,419,Online,CASH,Amit ,Yes
1361,04-02-2025,C123,Arjun Nair,West,Maharastra,Office Chair,2,1200,0,2400,1784,616,Offline,UPI,Neha,Damaged
1362,29-05-2025,C238,Unkown ,South,Odisha,USB Hub,0,1200,0,0,0,616,Online,UPI,Ravi,Unkown Status
1363,12-12-2025,C129,Unkown ,West,Odisha,Mouse,7,650,0,4550,2905,1645,Online,Unkown,Ravi,Yes
1364,27-12-2025,Unkown ID,Priya  Mehta,West,Maharashtra,Office Chair,0,650,0.15,5000,0,1645,Unkown,Unkown,Neha,Yes
1365,31-03-2025,C166,Rahul Shah,North,Tamil Nadu,Notebook Pack,0,1200,0.5,0,0,1645,Unkown,UPI,Neha,Unkown Status
1366,14-12-2025,C239,Rahul Shah,North,Unkown State,Tablet,0,1200,0.15,999999,0,1645,Offline,UPI,Unkown,No
1367,16-11-2025,C251,Rahul Shah,West,Tamil Nadu,Router,13,650,0,8450,9841,1391,Unkown,CARD,Amit ,No
1368,19-12-2025,C216,Priya Mehta,North,Odisha,Tablet,10,650,0.1,5850,4946,904,Online,CARD,Unkown,No
1369,26-12-2025,Unkown ID,Priya  Mehta,West,Karnataka,Desk,0,12500,0,0,0,904,Offline,CASH,Amit,Damaged
1370,15-03-2025,Unkown ID,Unkown ,East,Karnataka,Mouse,0,12500,0,5000,0,904,Online,Unkown,Amit,Yes
1371,14-08-2025,C218,Arjun Nair,Unkown,Unkown State,Laptop,0,5400,0.05,0,0,904,Off Line,CARD,Neha,Yes
1372,05-04-2025,C220,Priya Mehta,West,Karnataka,Tablet,10,1200,0.1,10800,8928,1872,Online,Unkown,Neha,Yes
1373,01-01-2025,C177,Rahul Shah,Unkown,Tamil Nadu,Keyboard,5,1200,0.15,999999,0,1872,Off Line,CARD,Amit,Yes
1374,18-09-2025,C138,Priya  Mehta,East,Maharastra,Router,3,650,0,1950,1763,187,Off Line,CARD,Neha,Yes
1375,15-09-2025,C224,Priya Mehta,East,Maharashtra,USB Hub,2,650,0,1300,1361,61,Unkown,CARD,Neha,Yes
1376,10-07-2025,C126,Priya  Mehta,North,West Bengal,Keyboard,5,250,0,1250,1126,124,Offline,CARD,Neha,No
1377,14-02-2025,C167,Arjun Nair,West,West Bengal,Desk,0,650,0,0,0,124,Offline,UPI,Amit,Unkown Status
1378,20-08-2025,C225,Priya Mehta,South,Maharashtra,Tablet,2,5400,0,10800,12439,1639,Online,Unkown,Amit,Damaged
1379,27-10-2025,Unkown ID,Priya Mehta,East,Maharastra,Mouse,11,12500,0.05,130625,113155,17470,Offline,CARD,Neha,No
1380,08-07-2025,C210,Arjun Nair,West,Unkown State,Keyboard,0,5400,0,0,0,17470,Off Line,CARD,Neha,Damaged
1381,03-12-2025,Unkown ID,Unkown ,West,Odisha,Notebook Pack,0,1200,0,0,0,17470,Online,CASH,Amit,Unkown Status
1382,07-10-2025,C141,Priya  Mehta,West,Delhi,Router,0,1200,0.05,5000,0,17470,Unkown,Unkown,Amit,No
1383,03-06-2025,Unkown ID,Rahul Shah,East,Karnataka,Office Chair,0,5400,0,0,0,17470,Unkown,CARD,Ravi,No
1384,30-11-2025,C214,Priya Mehta,East,Maharastra,USB Hub,0,650,0.5,0,0,17470,Online,CARD,Amit,No
1385,18-01-2025,C213,Arjun Nair,Unkown,Unkown State,Monitor,2,5400,0.1,9720,9226,494,Off Line,CASH,Neha,Damaged
1386,14-01-2025,C138,Priya  Mehta,West,Delhi,Notebook Pack,4,650,0.1,2340,2794,454,Online,CARD,Neha,Unkown Status
1387,25-01-2025,C124,Priya  Mehta,East,West Bengal,USB Hub,1,250,0.15,212,136,76,Unkown,CASH,Unkown,Damaged
1388,22-10-2025,Unkown ID,Unkown ,Unkown,Odisha,Router,0,250,0,5000,0,76,Unkown,Unkown,Ravi,Yes
1389,12-06-2025,Unkown ID,Priya  Mehta,South,Odisha,Mouse,0,12500,0.5,0,0,76,Off Line,CASH,Neha,Yes
1390,08-10-2025,C132,Rahul Shah,South,Tamil Nadu,Tablet,0,5400,0.15,0,0,76,Online,CASH,Unkown,No
1391,25-11-2025,C235,Priya Mehta,East,Maharastra,Office Chair,0,5400,0,5000,0,76,Online,Unkown,Unkown,Damaged
1392,07-04-2025,C136,Arjun Nair,Unkown,Unkown State,Laptop,14,650,0,9100,9281,181,Offline,CASH,Ravi,Damaged
1393,09-06-2025,C253,Rahul Shah,West,Tamil Nadu,Keyboard,0,12500,0.5,0,0,181,Online,CARD,Neha,Yes
1394,25-04-2025,Unkown ID,Rahul Shah,South,Karnataka,Office Chair,15,5400,0.05,9999999,62041,14909,Off Line,UPI,Amit,Yes
1395,04-05-2025,C106,Unkown ,West,Maharastra,USB Hub,11,650,0.15,6078,5010,1067,Online,CARD,Amit,No
1396,30-10-2025,C260,Rahul Shah,West,Unkown State,Notebook Pack,2,650,0.5,650,1071,421,Offline,CARD,Amit,Unkown Status
1397,10-04-2025,C245,Arjun Nair,West,Odisha,Notebook Pack,2,1200,0.1,2160,2387,227,Online,CASH,Amit ,Damaged
1398,28-08-2025,C245,Priya  Mehta,Unkown,Tamil Nadu,Monitor,0,650,0.05,0,0,227,Online,CARD,Ravi,Damaged
1399,24-01-2025,C144,Unkown ,West,Delhi,Desk,1,5400,0,5400,4258,1142,Off Line,CARD,Neha,No
1400,02-05-2025,C178,Unkown ,East,Maharastra,Laptop,11,1200,0,13200,12207,993,Offline,CARD,Ravi,No
1401,02-05-2025,Unkown ID,Priya  Mehta,East,Odisha,Monitor,2,12500,0.1,22500,12719,9781,Online,Unkown,Neha,No
1402,27-09-2025,Unkown ID,Rahul Shah,East,Delhi,Desk,2,12500,0.5,12500,12936,436,Off Line,CASH,Amit,Damaged
1403,22-05-2025,C100,Arjun Nair,Unkown,Unkown State,Office Chair,0,12500,0,5000,0,436,Online,CASH,Neha,Yes
1404,18-10-2025,C244,Rahul Shah,East,Unkown State,Notebook Pack,0,12500,0,999999,0,436,Unkown,UPI,Unkown,Unkown Status
1405,08-01-2025,C182,Priya  Mehta,West,Karnataka,Laptop,0,1200,0.05,5000,0,436,Offline,CARD,Neha,Unkown Status
1406,14-03-2025,Unkown ID,Rahul Shah,East,Odisha,Keyboard,2,650,0,1300,1158,142,Online,UPI,Neha,Unkown Status
1407,27-01-2025,C131,Unkown ,Unkown,Delhi,Tablet,6,650,0.15,3315,2315,1000,Online,CARD,Amit,Damaged
1408,15-03-2025,C224,Priya Mehta,South,Karnataka,Laptop,0,250,0,0,0,1000,Unkown,CASH,Neha,Yes
1409,16-12-2025,C137,Rahul Shah,East,West Bengal,Router,0,650,0.5,999999,0,1000,Offline,UPI,Unkown,No
